,Link,Source title,Index Keywords,Abstract,KDM,CAOT,SQM,SCA,Topic
0,http://paulbourke.net/fractals/peterdejong/peterdejong.pdf,Computer recreations,zones; xsin; x; wrote; write,"COMPUTER RECREATIONS Author s   A. K. Dewdney Source  Scientific American, Vol. 257, No. 1  July 1987 , pp. 108 111 Published by  Scientific American, a division of Nature America, Inc. Stable URL  https   www.jstor.org stable 10.2307 24979428  JSTOR is a not for profit service that helps scholars, researchers, and students discover, use, and build upon a wide  range of content in a trusted digital archive. We use information technology and tools to increase productivity and  facilitate new forms of scholarship. For more information about JSTOR, please contact support jstor.org.    Your use of the JSTOR archive indicates your acceptance of the Terms   Conditions of Use, available at  https   about.jstor.org terms  Scientific American, a division of Nature America, Inc. is collaborating with JSTOR to digitize,  preserve and extend access to Scientific American  This content downloaded from   cid 0 130.95.40.128 on Thu, 26 Sep 2019 02 10 26 UTC cid 0    cid 0    All use subject to https ",50,-1000,-1000,60,3
